Application_ID,Application_Date,Age,Gender,Marital_Status,Education,Employment_Type,Employment_Years,State,City_Tier,Branch_Type,Annual_Income,Monthly_Income,Existing_Debt,Existing_Loans,Credit_Card_Balance,Bank_Balance,Credit_Score,Risk_Category,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Estimated_EMI,Debt_to_Income_Pct,Documentation_Status,Verification_Status,Application_Channel,Approval_Status,Approval_Date,Disbursement_Status,Disbursement_Date,Disbursed_Amount,Default_Status,Days_Past_Due,Recovery_Amount,Approval_Flag,Default_Flag,Disbursement_Flag,Income_Band,Credit_Score_Band,Loan_Amount_Band
BL105580,2024-10-29,54,Male,Married,Graduate,Salaried,5.9,Andhra Pradesh,Tier 2,Rural,599400,49950,53600,0,23700,165500,600,High,Vehicle,118000,60,8.15,2401,13.75,Complete,Verified,Agent,Approved,2024-11-09,Disbursed,2024-11-18,118000,Current,0,0,1,0,1,300k-600k,Fair (580-669),< 250k
BL105581,2024-06-11,24,Male,Single,Post Graduate,Contract,8.8,Tamil Nadu,Tier 3,Semi-Urban,820000,68333,387600,3,19900,50800,621,High,Personal,251000,36,7.53,7811,58.7,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL105582,2023-06-14,33,Male,Single,High School,Contract,5.4,West Bengal,Tier 2,Urban,265100,22092,96700,2,48100,84700,554,Very High,Personal,453000,48,9.75,11435,88.24,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),250k-500k
BL105583,2025-07-05,26,Male,Single,Diploma,Business Owner,6.6,Kerala,Tier 3,Semi-Urban,360600,30050,65700,0,116100,254100,538,Very High,Home,546000,36,9.13,17396,76.11,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105584,2025-10-06,22,Male,Married,Post Graduate,Salaried,11.5,Tamil Nadu,Tier 1,Urban,1167700,97308,333200,1,35700,30300,582,High,Personal,409000,36,6.98,12625,41.51,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),250k-500k
BL105585,2023-02-06,50,Male,Married,Graduate,Salaried,2.2,West Bengal,Tier 3,Rural,515400,42950,58300,2,68200,63500,474,Very High,Debt Consolidation,866000,48,10.41,22135,62.85,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105586,2023-11-29,38,Male,Divorced,Graduate,Business Owner,7.7,Karnataka,Tier 1,Urban,711800,59317,52100,0,133300,406800,565,Very High,Home,476000,36,8.68,15066,32.72,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL105587,2024-02-07,28,Male,Single,Diploma,Self-Employed,15.6,Telangana,Tier 2,Rural,587200,48933,130700,0,100900,45000,550,Very High,Personal,1024000,36,9.57,32835,89.36,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),1M-1.5M
BL105588,2024-02-18,45,Female,Married,Post Graduate,Salaried,3.6,Delhi,Tier 1,Urban,467600,38967,0,2,14900,118000,556,Very High,Home,696000,12,7.45,60367,154.92,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105589,2023-02-14,34,Male,Divorced,Graduate,Salaried,3.7,Rajasthan,Tier 3,Urban,626900,52242,41300,2,41300,315700,572,Very High,Business,862000,72,8.61,15372,36.01,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL105590,2023-07-25,32,Male,Married,Graduate,Self-Employed,7.4,Maharashtra,Tier 1,Urban,892800,74400,155200,0,119800,38400,585,High,Home,768000,24,9.21,35160,64.64,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL105591,2023-03-03,43,Female,Single,Post Graduate,Salaried,3.9,Delhi,Tier 3,Rural,546000,45500,109100,3,45800,25800,480,Very High,Home,586000,60,10.86,12700,47.89,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105592,2024-02-24,34,Male,Single,High School,Self-Employed,7.0,Karnataka,Tier 2,Urban,497200,41433,35200,3,31800,140100,593,High,Education,447000,24,8.76,20372,56.25,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),250k-500k
BL105593,2025-05-17,29,Female,Single,Graduate,Contract,11.4,Gujarat,Tier 1,Urban,577100,48092,144500,1,18700,99300,575,Very High,Personal,310000,60,7.1,6153,37.83,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL105594,2025-03-30,44,Male,Married,Graduate,Business Owner,8.4,Tamil Nadu,Tier 3,Urban,1096100,91342,230300,2,236600,49900,578,Very High,Vehicle,1009000,36,10.06,32586,56.69,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),1M-1.5M
BL105595,2023-01-19,37,Male,Married,High School,Contract,12.1,Kerala,Tier 1,Semi-Urban,578300,48192,163100,3,7800,1147300,550,Very High,Education,898000,36,9.82,28900,88.17,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105596,2023-12-31,45,Male,Married,High School,Salaried,3.1,Telangana,Tier 2,Urban,412500,34375,46200,1,68200,64500,455,Very High,Debt Consolidation,109000,72,11.31,2092,17.29,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL105597,2025-10-27,34,Female,Married,High School,Other,3.8,Maharashtra,Tier 2,Urban,387000,32250,54100,1,33300,107400,504,Very High,Personal,75000,24,9.92,3458,24.7,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL105598,2024-03-03,47,Male,Married,Graduate,Self-Employed,4.6,Telangana,Tier 3,Semi-Urban,508500,42375,145300,1,169400,140100,529,Very High,Home,739000,84,8.87,11841,56.52,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105599,2024-08-02,38,Female,Married,Graduate,Self-Employed,3.3,Andhra Pradesh,Tier 2,Urban,913000,76083,14400,4,25100,394200,616,High,Personal,406000,72,7.85,7089,10.89,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL105600,2024-06-29,48,Male,Married,Graduate,Salaried,1.0,Delhi,Tier 2,Urban,864500,72042,234300,2,20300,319800,540,Very High,Personal,231000,36,10.94,7556,37.59,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL105601,2023-11-21,47,Other,Single,Graduate,Other,8.5,Rajasthan,Tier 2,Semi-Urban,1129500,94125,117200,0,82800,105300,515,Very High,Home,1938000,36,10.69,63164,77.48,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL105602,2023-02-24,49,Male,Married,Diploma,Salaried,7.4,Tamil Nadu,Tier 2,Urban,354600,29550,37300,0,28200,200400,617,High,Personal,82000,48,9.04,2042,17.43,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),< 250k
BL105603,2025-02-16,39,Female,Married,Graduate,Salaried,4.1,Karnataka,Tier 2,Urban,551100,45925,146900,1,63600,95200,589,High,Personal,745000,36,8.65,23570,77.98,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL105604,2025-09-18,41,Female,Single,Graduate,Self-Employed,8.4,Telangana,Tier 2,Semi-Urban,659200,54933,83100,0,21500,105800,677,Medium,Business,658000,24,5.77,29095,65.57,Complete,Verified,Website,Approved,2025-09-26,Disbursed,2025-10-01,658000,Default,459,58300,1,1,1,600k-1M,Good (670-739),500k-1M
BL105605,2023-02-11,36,Female,Single,Post Graduate,Salaried,4.8,Karnataka,Tier 1,Urban,1930200,160850,292000,0,36600,60700,682,Medium,Personal,852000,24,7.44,38316,38.95,Complete,Pending,Partner,Approved,2023-02-16,Disbursed,2023-02-27,852000,Current,0,0,1,0,1,> 1.5M,Good (670-739),500k-1M
BL105606,2023-08-19,30,Male,Widowed,Graduate,Salaried,8.8,Delhi,Tier 1,Urban,737500,61458,128500,0,136200,340200,538,Very High,Home,1130000,36,9.27,36076,76.12,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL105607,2024-03-28,56,Female,Married,High School,Salaried,2.7,Delhi,Tier 3,Semi-Urban,442100,36842,128400,2,15300,83000,502,Very High,Home,316000,60,9.84,6689,47.2,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL105608,2024-01-29,31,Male,Married,Graduate,Salaried,5.5,Maharashtra,Tier 3,Urban,634400,52867,192000,6,302900,524600,506,Very High,Education,743000,60,10.38,15926,60.39,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL105609,2024-11-21,46,Male,Married,High School,Salaried,4.9,Karnataka,Tier 3,Semi-Urban,200900,16742,64700,0,154600,394400,355,Very High,Personal,123000,36,11.31,4045,56.36,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL105610,2024-01-27,45,Female,Married,Post Graduate,Salaried,4.3,Telangana,Tier 1,Semi-Urban,1172500,97708,637300,4,252300,355100,432,Very High,Home,1566000,24,12.99,74443,130.54,Complete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL105611,2024-08-26,40,Male,Married,Post Graduate,Salaried,10.5,Rajasthan,Tier 2,Semi-Urban,1149400,95783,23600,1,99200,426200,582,High,Personal,411000,84,10.12,6849,9.2,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),250k-500k
BL105612,2025-05-30,37,Male,Married,Graduate,Contract,4.9,Karnataka,Tier 1,Urban,847800,70650,114500,1,70600,1315300,546,Very High,Debt Consolidation,1413000,48,8.4,34761,62.71,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL105613,2023-03-26,37,Female,Married,Diploma,Self-Employed,6.4,Kerala,Tier 2,Rural,661400,55117,179100,0,43400,42300,599,High,Home,297000,36,8.31,9349,44.04,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),250k-500k
BL105614,2025-11-19,32,Female,Married,High School,Salaried,5.2,West Bengal,Tier 2,Urban,539100,44925,24600,2,65900,490000,547,Very High,Personal,227000,36,9.17,7237,20.67,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),< 250k
BL105615,2023-02-18,39,Male,Married,High School,Contract,1.3,Gujarat,Tier 2,Semi-Urban,1694200,141183,400700,2,127700,45600,638,High,Personal,2242000,36,7.52,69761,73.06,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL105616,2023-03-10,27,Female,Single,Graduate,Self-Employed,2.1,Kerala,Tier 3,Semi-Urban,840500,70042,0,0,70100,102900,666,High,Business,581000,60,7.51,11645,16.63,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL105617,2025-12-17,45,Female,Divorced,Graduate,Salaried,9.9,Delhi,Tier 2,Semi-Urban,513300,42775,173600,1,38300,366600,592,High,Home,129000,36,8.27,4058,43.31,Complete,Verified,Branch,Approved,2025-12-29,Disbursed,2026-01-08,129000,Default,30,80100,1,1,1,300k-600k,Fair (580-669),< 250k
BL105618,2024-11-27,36,Male,Single,Post Graduate,Salaried,2.7,Karnataka,Tier 2,Rural,956600,79717,148000,3,32400,123000,572,Very High,Home,746000,60,8.68,15370,34.75,Complete,Verified,Website,Approved,2024-12-04,Disbursed,2024-12-07,746000,Current,0,0,1,0,1,600k-1M,Poor (300-579),500k-1M
BL105619,2024-04-23,29,Male,Married,Graduate,Salaried,6.9,Delhi,Tier 1,Semi-Urban,2586800,215567,125900,1,13500,322700,636,High,Medical,1963000,36,7.84,61368,33.34,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL105620,2025-03-30,27,Female,Married,High School,Other,15.7,West Bengal,Tier 2,Semi-Urban,1114800,92900,131300,0,126000,114400,654,High,Personal,825000,24,6.34,36691,51.27,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
BL105621,2023-05-27,37,Male,Single,Post Graduate,Contract,7.4,Rajasthan,Tier 3,Urban,668400,55700,88700,1,14100,863000,626,High,Vehicle,593000,60,7.51,11885,34.61,Complete,Verified,Website,Approved,2023-06-07,Disbursed,2023-06-11,593000,Current,10,0,1,0,1,600k-1M,Fair (580-669),500k-1M
BL105622,2025-10-12,37,Male,Married,Graduate,Salaried,11.8,Karnataka,Tier 3,Urban,873900,72825,276000,1,33100,730900,500,Very High,Personal,913000,48,9.99,23152,63.37,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL105623,2024-08-31,33,Male,Married,Graduate,Business Owner,5.5,Karnataka,Tier 1,Urban,505900,42158,63200,1,8900,62200,608,High,Education,153000,84,7.83,2372,18.12,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),< 250k
BL105624,2024-03-21,43,Female,Married,Post Graduate,Salaried,4.3,West Bengal,Tier 2,Urban,1525100,127092,169200,1,95400,83400,607,High,Home,2488000,48,8.03,60774,58.91,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL105625,2023-08-09,41,Female,Married,Graduate,Business Owner,5.2,Kerala,Tier 2,Semi-Urban,150000,12500,49700,0,43300,351400,461,Very High,Home,165000,72,12.17,3240,59.06,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL105626,2023-04-05,39,Male,Married,Graduate,Self-Employed,17.2,Maharashtra,Tier 2,Urban,209700,17475,39200,0,63300,152800,427,Very High,Personal,226000,72,11.26,4332,43.48,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),< 250k
BL105627,2023-09-19,30,Male,Married,Post Graduate,Salaried,4.2,Gujarat,Tier 1,Semi-Urban,1156900,96408,38700,1,23400,69600,522,Very High,Vehicle,1752000,48,9.61,44108,49.1,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL105628,2025-06-15,31,Female,Single,Graduate,Salaried,6.1,Karnataka,Tier 2,Semi-Urban,1076300,89692,187600,3,189900,1045200,631,High,Personal,825000,60,7.37,16480,35.8,Complete,Pending,Agent,Approved,2025-06-25,Disbursed,2025-07-01,825000,Default,391,197000,1,1,1,1M-1.5M,Fair (580-669),500k-1M
BL105629,2025-12-30,25,Male,Married,Diploma,Self-Employed,3.5,Maharashtra,Tier 2,Urban,854800,71233,131700,1,128100,59000,540,Very High,Vehicle,443000,60,9.56,9317,28.49,Complete,Verified,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL105630,2023-08-07,36,Female,Married,High School,Self-Employed,2.9,Andhra Pradesh,Tier 1,Semi-Urban,733000,61083,99600,1,5200,129100,669,High,Vehicle,781000,60,6.67,15343,38.71,Complete,Failed,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL105631,2023-04-02,43,Male,Single,High School,Self-Employed,1.2,Karnataka,Tier 2,Urban,1436600,119717,706000,1,61500,65000,573,Very High,Business,1855000,36,8.35,58429,97.95,Complete,Pending,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Poor (300-579),> 1.5M
BL105632,2023-05-07,27,Male,Married,Graduate,Contract,3.1,Maharashtra,Tier 1,Rural,1383200,115267,261100,1,84900,63600,636,High,Vehicle,1695000,84,7.89,26326,41.72,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),> 1.5M
BL105633,2023-03-21,33,Male,Married,Graduate,Business Owner,5.4,Karnataka,Tier 1,Semi-Urban,703400,58617,150800,1,68700,167600,539,Very High,Education,643000,36,9.83,20697,56.75,Incomplete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL105634,2025-09-09,38,Male,Married,Graduate,Salaried,3.4,Maharashtra,Tier 1,Semi-Urban,294500,24542,68700,2,62900,288600,508,Very High,Vehicle,344000,48,10.63,8829,59.3,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Poor (300-579),250k-500k
BL105635,2025-07-04,43,Male,Single,High School,Contract,6.0,Rajasthan,Tier 2,Urban,187600,15633,50300,0,21400,373400,619,High,Medical,221000,48,7.91,5386,61.27,Incomplete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,< 300k,Fair (580-669),< 250k
BL105636,2024-04-30,25,Female,Married,Diploma,Salaried,8.8,Telangana,Tier 2,Urban,874600,72883,110300,0,114000,157200,694,Medium,Personal,1299000,24,7.77,58614,93.03,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Good (670-739),1M-1.5M
BL105637,2024-11-24,58,Male,Single,Graduate,Other,5.9,Karnataka,Tier 3,Urban,1099500,91625,333700,0,96500,120600,662,High,Personal,785000,36,7.81,24530,57.12,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
BL105638,2023-01-25,45,Female,Married,Graduate,Business Owner,12.5,Karnataka,Tier 2,Semi-Urban,1060200,88350,203300,2,181000,260400,609,High,Vehicle,1370000,60,6.53,26825,49.54,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),1M-1.5M
BL105639,2023-06-05,33,Male,Married,Graduate,Contract,2.8,Gujarat,Tier 2,Urban,901100,75092,181200,2,61200,577000,511,Very High,Medical,1096000,48,10.12,27861,57.21,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),1M-1.5M
BL105640,2024-09-23,28,Male,Married,Graduate,Business Owner,8.8,Karnataka,Tier 3,Semi-Urban,686400,57200,187300,1,89900,77000,608,High,Personal,292000,36,6.93,9007,43.03,Complete,Verified,Website,Approved,2024-09-26,Disbursed,2024-09-28,292000,Current,5,0,1,0,1,600k-1M,Fair (580-669),250k-500k
BL105641,2025-12-16,41,Female,Married,Post Graduate,Self-Employed,2.6,Telangana,Tier 2,Urban,1604300,133692,239700,1,46700,1366800,595,High,Personal,2186000,36,8.51,69017,66.56,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,> 1.5M,Fair (580-669),> 1.5M
BL105642,2023-01-19,42,Male,Married,Diploma,Salaried,6.2,Tamil Nadu,Tier 2,Rural,702000,58500,111400,1,26000,55800,591,High,Vehicle,990000,60,9.18,20637,51.15,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Fair (580-669),500k-1M
BL105643,2023-08-25,29,Male,Married,Graduate,Self-Employed,0.5,Maharashtra,Tier 2,Semi-Urban,1398900,116575,126600,1,62800,901800,702,Medium,Personal,2003000,72,7.92,35041,39.11,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Good (670-739),> 1.5M
BL105644,2023-10-04,28,Male,Married,Graduate,Salaried,9.0,Rajasthan,Tier 2,Urban,657600,54800,240200,1,341200,34800,510,Very High,Education,815000,24,9.02,37241,104.48,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),500k-1M
BL105645,2025-01-14,30,Female,Married,Graduate,Salaried,11.4,Karnataka,Tier 2,Semi-Urban,815200,67933,239400,0,174100,292800,697,Medium,Home,449000,84,6.17,6596,39.08,Complete,Verified,Website,Approved,2025-01-26,Disbursed,2025-02-02,449000,Current,0,0,1,0,1,600k-1M,Good (670-739),250k-500k
BL105646,2024-07-05,39,Other,Married,High School,Salaried,9.4,Telangana,Tier 2,Semi-Urban,460500,38375,163500,0,8200,187200,553,Very High,Personal,647000,72,8.06,11363,65.12,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105647,2024-09-30,39,Male,Married,High School,Self-Employed,9.3,Tamil Nadu,Tier 1,Rural,889300,74108,283700,1,49200,114300,578,Very High,Education,1507000,84,9.45,24592,65.09,Incomplete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),> 1.5M
BL105648,2023-08-25,57,Female,Married,High School,Contract,11.3,Karnataka,Tier 1,Semi-Urban,782800,65233,140100,3,31400,118400,517,Very High,Personal,212000,24,10.24,9806,32.93,Incomplete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL105649,2025-09-24,21,Male,Married,Graduate,Salaried,6.5,Delhi,Tier 2,Semi-Urban,408000,34000,23800,1,33700,164600,552,Very High,Business,422000,24,8.29,19142,62.13,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL105650,2023-02-24,32,Female,Single,Graduate,Salaried,12.6,Tamil Nadu,Tier 2,Semi-Urban,1076800,89733,292700,0,19700,114200,662,High,Vehicle,1372000,48,6.55,32569,63.48,Complete,Verified,Branch,Approved,2023-03-09,Disbursed,2023-03-10,1372000,Default,369,915000,1,1,1,1M-1.5M,Fair (580-669),1M-1.5M
BL105651,2024-11-14,33,Female,Married,High School,Salaried,3.4,Gujarat,Tier 1,Semi-Urban,1328100,110675,334400,0,44900,114900,702,Medium,Medical,1863000,24,7.26,83631,100.74,Complete,Verified,Partner,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Good (670-739),> 1.5M
BL105652,2023-04-19,42,Male,Married,High School,Salaried,1.0,Karnataka,Tier 1,Semi-Urban,433400,36117,85600,2,137500,247100,529,Very High,Medical,273000,60,9.28,5704,35.54,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL105653,2024-01-08,43,Female,Married,Graduate,Salaried,4.2,Tamil Nadu,Tier 2,Urban,489200,40767,149200,1,45200,119300,554,Very High,Personal,813000,60,7.66,16353,70.61,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),500k-1M
BL105654,2025-08-30,36,Male,Single,Diploma,Salaried,4.6,Andhra Pradesh,Tier 2,Semi-Urban,663000,55250,178300,0,39500,1213800,576,Very High,Personal,333000,48,8.36,8186,41.71,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),250k-500k
BL105655,2023-07-20,52,Female,Married,Post Graduate,Salaried,5.5,Gujarat,Tier 3,Urban,450400,37533,86300,1,25000,631800,549,Very High,Home,337000,36,8.46,10632,47.49,Complete,Failed,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Poor (300-579),250k-500k
BL105656,2025-04-28,28,Male,Divorced,Diploma,Business Owner,2.3,Maharashtra,Tier 2,Urban,458300,38192,46700,2,21900,158600,611,High,Vehicle,660000,48,8.29,16203,52.61,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,Fair (580-669),500k-1M
BL105657,2024-05-23,32,Female,Married,Diploma,Salaried,3.8,Karnataka,Tier 1,Rural,1144500,95375,128900,0,155200,16100,642,High,Vehicle,328000,48,7.84,7983,19.63,Complete,Pending,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),250k-500k
BL105658,2023-10-02,26,Male,Married,Graduate,Business Owner,7.6,Tamil Nadu,Tier 1,Urban,687500,57292,98800,3,78500,129200,540,Very High,Vehicle,145000,60,8.48,2973,19.56,Complete,Verified,Branch,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL105659,2023-07-30,37,Male,Divorced,Post Graduate,Salaried,6.4,Karnataka,Tier 1,Urban,344600,28717,204700,1,800000,22300,300,Very High,Home,125000,36,14.14,4281,74.31,Complete,Verified,Website,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,300k-600k,,< 250k
BL105660,2024-05-18,35,Female,Married,Graduate,Salaried,3.0,Rajasthan,Tier 2,Semi-Urban,700300,58358,229400,1,43600,227900,539,Very High,Medical,227000,60,8.9,4701,40.81,Complete,Verified,Agent,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,600k-1M,Poor (300-579),< 250k
BL105661,2024-12-03,45,Male,Widowed,Post Graduate,Salaried,4.1,Karnataka,Tier 2,Urban,1395400,116283,185800,0,19900,76600,576,Very High,Personal,1523000,60,8.91,31548,40.45,Complete,Verified,Mobile App,Approved,2024-12-09,Disbursed,2024-12-16,1523000,Current,0,0,1,0,1,1M-1.5M,Poor (300-579),> 1.5M
BL105662,2023-02-11,55,Male,Single,Graduate,Other,7.7,Andhra Pradesh,Tier 2,Urban,1244300,103692,260000,0,156000,2068300,631,High,Debt Consolidation,413000,48,8.2,10121,30.66,Complete,Verified,Mobile App,Approved,2023-02-14,Disbursed,2023-02-25,413000,Current,15,0,1,0,1,1M-1.5M,Fair (580-669),250k-500k
BL105663,2023-11-11,51,Male,Married,Graduate,Salaried,6.9,Telangana,Tier 1,Urban,1136600,94717,347100,2,125200,146900,598,High,Personal,843000,60,9.39,17659,49.18,Complete,Pending,Mobile App,Rejected,,Not Applicable,,0,Not Applicable,0,0,0,0,0,1M-1.5M,Fair (580-669),500k-1M
